---config@码表分类=主码-5
---config@码表别名=系統詞庫
---config@允许编辑=是

#基础词库
愛護	ah#序30000
慣於	gryu#序15000
嘜頭	mdtz#序15000
違章者	wvve#序15000
撰述	vruu#序15000
唯物辯證法	wwbv#序15000
唯物主義	wwvv#序15000
唯心主義	wxvv#序15000
簇新	cuxb#序15000
惟恐天下不亂	wktb#序15000
維持秩序	wivv#序15000
維護和平	whhh#序15000
轉制	vrvi#序15000
維吾爾	wwer#序15000
邊廂	bmxl#序15000
維也納	wyna#序15000
委內瑞拉	wnrr#序15000
下體	xxti#序15000
衛生防疫	wuff#序15000
衛生局	wuju#序15000
不寧	bunk#序15000
衛生條件	wutt#序15000
衛生廳	wutk#序15000
月分	ytff#序15000
衛生員	wuyr#序15000
火石	houi#序15000
衛生站	wuvj#序15000
衛生組織	wuzz#序15000
正楷	vgkd#序15000
企管	qigr#序15000
衛星通信	wxtt#序15000
未嘗不可	wibb#序15000
未成年	winm#序15000
未成年人	winn#序15000
多口	dokz#序15000
未婚夫	whfu#序15000
未婚妻	whqi#序15000
未完待續	wwdd#序15000
西德	xide#序15000
快取	kkqu#序15000
溫度計	wdji#序15000
溫故而知新	wgev#序15000
文房四寶	wfss#序15000
文化程度	whii#序15000
文化傳統	whii#序15000
文化大革命	whdg#序15000
文化交流	whjj#序15000
文化教育	whjj#序15000
文化局	whju#序15000
文化水平	whuu#序15000
挪亞	noya#序15000
文化站	whvj#序15000
文化中心	whvv#序15000
文匯報	whbc#序15000
文件櫃	wjgv#序15000
文件夾	wjjx#序15000
文具店	wjdm#序15000
文明禮貌	wmll#序15000
文如其人	wrqq#序15000
文史館	wugr#序15000
深空	ufks#序15000
猜謎	cdmw#序15000
文學作品	wxzz#序15000
魚獲	yuho#序15000
文藝復興	wyff#序15000
無疆	wujl#序15000
文藝作品	wyzz#序15000
紋風不動	wfbb#序15000
新馬	xbma#序15000
新莊	xbvl#序15000
聞名遐邇	wmxx#序15000
聞名於世	wmyy#序15000
聞名中外	wmvv#序15000
當先	dhxm#序15000
穩步前進	wbqq#序15000
穩定劑	wdji#序15000
穩定物價	wdww#序15000
甕中捉鱉	wvvv#序15000
熱中	revs#序15000
窩裡鬥	wldz#序15000
靈界	lkjp#序15000
沃野千里	wyqq#序15000
臥床不起	wibb#序15000
人慾	rfyu#序15000
握手言和	wuyy#序15000
烏干達	wgda#序15000
烏克蘭	wklj#序15000
烏魯木齊	wlmm#序15000
烏魯木齊市	wlmq#序15000
上口	uhkz#序15000
烏托邦	wtbh#序15000
烏孜別克	wzbb#序15000
汙染物	wrwu#序15000
無本之木	wbvv#序15000
無病呻吟	wbuu#序15000
手製	uzvi#序15000
無底洞	wdds#序15000
無動於衷	wdyy#序15000
無風三尺浪	wfsi#序15000
無縫鋼管	wfgg#序15000
尼克	nike#序15000
甲基	jxji#序15000
無機肥料	wjff#序15000
無機化合物	wjhh#序15000
交誼	jnyi#序15000
無機化學	wjhh#序15000
無機鹽	wjyj#序15000
無記名投票	wjmt#序15000
無可奉告	wkff#序15000
無可救藥	wkjj#序15000
無可挽回	wkww#序15000
無可爭辯	wkvv#序15000
無理方程	wlff#序15000
無理取鬧	wlqq#序15000
無利可圖	wlkk#序15000
無名之輩	wmvv#序15000
無名指	wmvi#序15000
無期徒刑	wqtt#序15000
行禮	xkli#序15000
無巧不成書	wqbi#序15000
無窮大	wqda#序15000
無窮小	wqxn#序15000
無人過問	wrgg#序15000
無霜期	wuqi#序15000
無所不能	wsbb#序15000
無所措手足	wscu#序15000
無所適從	wsuu#序15000
無所謂	wsww#序15000
無條件	wtjm#序15000
無條件反射	wtjf#序15000
初八	iuba#序15000
無息貸款	wxdd#序15000
無線電報	wxdd#序15000
無線電話	wxdd#序15000
無限大	wxda#序15000
無限期	wxqi#序15000
無形資產	wxzz#序15000
無性繁殖	wxff#序15000
無性雜交	wxzz#序15000
無休止	wxvi#序15000
看小	kjxn#序15000
無言以對	wyyy#序15000
無一例外	wyll#序15000
無意識	wyui#序15000
無意中	wyvs#序15000
無原則	wyze#序15000
無照經營	wvjj#序15000
無政府主義	wvfv#序15000
無政府狀態	wvfv#序15000
無止境	wvjk#序15000
無助於	wvyu#序15000
五筆字型	wbzz#序15000
五大洲	wdvz#序15000
五分制	wfvi#序15000
五講四美	wjss#序15000
五講四美三熱愛	wjsr#序15000
五角大樓	wjdd#序15000
五四青年節	wsqn#序15000
五四運動	wsyy#序15000
五項原則	wxyy#序15000
五星紅旗	wxhh#序15000
五一國際勞動節	wygd#序15000
五一節	wyjp#序15000
單月	djyt#序15000
五月份	wyff#序15000
五指山	wvuj#序15000
揚起	yhqi#序15000
武警部隊	wjbb#序15000
武裝部隊	wvbb#序15000
武裝衝突	wvii#序15000
武裝鬥爭	wvdd#序15000
武裝警察	wvjj#序15000
捂蓋子	wgzi#序15000
物價指數	wjvv#序15000
物理性質	wlxx#序15000
應時	ykui#序15000
物質波	wvbo#序15000
應報	ykbc#序15000
物質財富	wvcc#序15000
物質刺激	wvcc#序15000
物質獎勵	wvjj#序15000
離題	liti#序15000
物質力量	wvll#序15000
物質生活	wvuu#序15000
纏擾	ijrc#序15000
物質文明	wvww#序15000
乙型	yixk#序15000
物資供應	wzgg#序15000
誤碼率	wmlv#序15000
誤入歧途	wrqq#序15000
土工	tugs#序15000
誤字率	wzlv#序15000
大破	dapo#序15000
西班牙	xbya#序15000
小聲	xnug#序15000
西北部	xbbu#序15000
不若	buro#序15000
西北地區	xbdd#序15000
西北風	xbfg#序15000
西伯利亞	xbll#序15000
西藏自治區	xzzv#序15000
西方國家	xfgg#序15000
西雙版納	xubb#序15000
吸附劑	xfji#序15000
吸附水	xfuv#序15000
好天	hctm#序15000
吸取教訓	xqjj#序15000
吸收劑	xuji#序15000
吸收塔	xuta#序15000
吸引力	xyli#序15000
自來	zild#序15000
矽鋼	xigh#序15000
惜墨如金	xmrr#序15000
即或	jiho#序15000
稀土元素	xtyy#序15000
稀有元素	xyyy#序15000
錫林郭勒盟	xlgl#序15000
習慣成自然	xgiz#序15000
見天	jmtm#序15000
習慣性	xgxk#序15000
習題集	xtji#序15000
席地而坐	xdee#序15000
受戒	uzjp#序15000
洗劫一空	xjyy#序15000
洗衣機	xyji#序15000
洗澡間	xzjm#序15000
泡製	pcvi#序15000
喜馬拉雅山	xmly#序15000
喜怒無常	xnww#序15000
喜憂參半	xycc#序15000
系列產品	xlii#序15000
系統工程	xtgg#序15000
細胞壁	xbbi#序15000
細胞分裂	xbff#序15000
細胞體	xbti#序15000
細胞學	xbxt#序15000
細嚼慢嚥	xjmm#序15000
細菌學	xjxt#序15000
瞎指揮	xvhv#序15000
下半場	xbih#序15000
下半年	xbnm#序15000
下半夜	xbye#序15000
下筆成章	xbii#序15000
下不來	xbld#序15000
下大力氣	xdll#序15000
推想	tvxl#序15000
下定決心	xdjj#序15000
下個星期	xgxx#序15000
下個月	xgyt#序15000
下基層	xjcg#序15000
絲巾	sijb#序15000
下決心	xjxb#序15000
下落不明	xlbb#序15000
下馬看花	xmkk#序15000
下坡路	xplu#序15000
下星期	xxqi#序15000
下一步	xybu#序15000
下一個	xyge#序15000
夏熟作物	xuzz#序15000
算學	srxt#序15000
先鋒黴素	xfmm#序15000
齊家	qijx#序15000
增廣	zggl#序15000
先公後私	xghh#序15000
廠牌	ihpd#序15000
先進分子	xjff#序15000
先進工作者	xjgz#序15000
養顏	yhyj#序15000
先進事蹟	xjuu#序15000
先進水平	xjuu#序15000
先決條件	xjtt#序15000
先人後己	xrhh#序15000
先天性	xtxk#序15000
先下手為強	xxuw#序15000
先行官	xxgr#序15000
先斬後奏	xvhh#序15000
纖維板	xwbj#序15000
纖維組織	xwzz#序15000
驚夢	jkmg#序15000
鮮為人知	xwrr#序15000
絃樂器	xyqi#序15000
弦切角	xqjn#序15000
絃線	xmxm#序15000
賢內助	xnvu#序15000
嫌疑犯	xyfj#序15000
顯赫一時	xhyy#序15000
顯示器	xuqi#序15000
顯像管	xxgr#序15000
險象環生	xxhh#序15000
縣辦	xmbj#序15000
引自	ybzi#序15000
縣份	xmff#序15000
心驚	xbjk#序15000
現場辦公	xibb#序15000
月相	ytxl#序15000
現場採訪	xicc#序15000
水口	uvkz#序15000
現場會議	xihh#序15000
牛柳	nqlq#序15000
現場直播	xivv#序15000
現代工業	xdgg#序15000
現代漢語	xdhh#序15000
現代教育	xdjj#序15000
收皮	uzpi#序15000
現實意義	xuyy#序15000
線膨脹	xpvh#序15000
房舍	fhue#序15000
線速度	xsdu#序15000
獻計獻策	xjxx#序15000
鄉規民約	xgmm#序15000
鄉土氣息	xtqq#序15000
鄉鎮企業	xvqq#序15000
鄉政府	xvfu#序15000
相比之下	xbvv#序15000
首重	uzvs#序15000
相當於	xdyu#序15000
相對而言	xdee#序15000
相對溼度	xduu#序15000
相對數	xduu#序15000
相對誤差	xdww#序15000
相對性	xdxk#序15000
清場	qkih#序15000
相互關係	xhgg#序15000
發白	fabd#序15000
腳註	jnvu#序15000
詎料	juln#序15000
相去甚遠	xquu#序15000
相去無幾	xqww#序15000
相映成趣	xyii#序15000
對望	dvwh#序15000
想不開	xbkd#序15000
想不通	xbts#序15000
想當然	xdrj#序15000
想得開	xdkd#序15000
隱密	ybmi#序15000
想象力	xxli#序15000
向前進	xqjb#序15000
向前看	xqkj#序15000
象徵性	xvxk#序15000
削足適履	xzuu#序15000
消費合作社	xfhz#序15000
大詞	daci#序15000
消費結構	xfjj#序15000
消費量	xfll#序15000
消費品	xfpb#序15000
消費者	xfve#序15000
消耗量	xhll#序15000
消化酶	xhmw#序15000
消極怠工	xjdd#序15000
消極因素	xjyy#序15000
消息靈通人士	xxlr#序15000
硝基苯	xjbf#序15000
硝鹽	xnyj#序15000
四哥	sige#序15000
銷售量	xull#序15000
永在	yszd#序15000
生身	uguf#序15000
白粉	bdff#序15000
小標題	xbti#序15000
小兒科	xeke#序15000
小傢伙	xjho#序15000
小轎車	xjie#序15000
收手	uzuz#序15000
小農經濟	xnjj#序15000
小品文	xpwf#序15000
小氣候	xqhz#序15000
西人	xirf#序15000
小商小販	xuxx#序15000
小算盤	xspj#序15000
小巫見大巫	xwjd#序15000
小循環	xxhr#序15000
村一	cyyi#序15000
曉以大義	xydd#序15000
曉之以理	xvyy#序15000
夜店	yedm#序15000
笑貌	xnmc#序15000
歇斯底里	xsdd#序15000
脅從	xpcs#序15000
諧振動	xvds#序15000
攜手並肩	xubb#序15000
洩私憤	xsff#序15000
心不在焉	xbzz#序15000
心內膜	xnmo#序15000
心神不安	xubb#序15000
心神不定	xubb#序15000
革職	gevi#序15000
心外膜	xwmo#序15000
心有餘悸	xyyy#序15000
心臟病	xzbk#序15000
心中無數	xvww#序15000
辛亥革命	xhgg#序15000
辛烷值	xwvi#序15000
新產品	xipb#序15000
帶引	ddyb#序15000
新長征	xivg#序15000
異能	ying#序15000
雪城	xtig#序15000
新花樣	xhyh#序15000
新華書店	xhuu#序15000
新華通訊社	xhtx#序15000
新技術	xjuu#序15000
順子	uyzi#序15000
黃柏	hlbo#序15000
新加坡	xjpo#序15000
傾卸	qkxp#序15000
新老交替	xljj#序15000
過帳	govh#序15000
新路子	xlzi#序15000
新民主主義	xmvv#序15000
新篇章	xpvh#序15000
新氣象	xqxl#序15000
新生兒	xuer#序15000
新生力量	xull#序15000
新生事物	xuuu#序15000
新石器時代	xuqu#序15000
新時代	xudd#序15000
新時期	xuqi#序15000
新世紀	xuji#序15000
新世界	xujp#序15000
新思想	xsxl#序15000
新天地	xtdi#序15000
新文學	xwxt#序15000
土製	tuvi#序15000
大系	daxi#序15000
小牛	xnnq#序15000
新聞發佈會	xwfb#序15000
工於	gsyu#序15000
新聞公報	xwgg#序15000
新聞記者	xwjj#序15000
新聞簡報	xwjj#序15000
新聞片	xwpm#序15000
外海	wdhd#序15000
新聞人物	xwrr#序15000
犯禁	fjjb#序15000
新興產業	xxii#序15000
新一代	xydd#序15000
行跡	xkji#序15000
新中國	xvgo#序15000
信貸資金	xdzz#序15000
信得過	xdgo#序15000
信號系統	xhxx#序15000
信息處理	xxii#序15000
信息反饋	xxff#序15000
信息社會	xxuu#序15000
信息中心	xxvv#序15000
興安盟	xamg#序15000
興利除弊	xlii#序15000
興旺發達	xwff#序15000
星火計劃	xhjj#序15000
星期二	xqer#序15000
刑事法庭	xuff#序15000
刑事犯罪	xuff#序15000
行得通	xdts#序15000
相士	xlui#序15000
行動計劃	xdjj#序15000
相與	xlyu#序15000
時點	uidm#序15000
行政處分	xvii#序15000
行政法	xvfa#序15000
行政管理	xvgg#序15000
神勇	ufys#序15000
行政機關	xvjj#序15000
行政權	xvqr#序15000
形式多樣	xudd#序15000
形式邏輯	xull#序15000
形式上	xuuh#序15000
形式主義	xuvv#序15000
形勢逼人	xubb#序15000
形同虛設	xtxx#序15000
形影相隨	xyxx#序15000
型板	xkbj#序15000
惡言	eeyj#序15000
兄弟姐妹	xdjj#序15000
胸懷大志	xhdd#序15000
胸無大志	xwdd#序15000
休養所	xyso#序15000
修訂本	xdbf#序15000
賞金	uhjb#序15000
修改稿	xggc#序15000
修理工	xlgs#序15000
據有	juyz#序15000
修正案	xvan#序15000
修正主義	xvvv#序15000
溴化鉀	xhjx#序15000
虛度年華	xdnn#序15000
籠屋	lswu#序15000
虛榮心	xrxb#序15000
虛有其表	xyqq#序15000
許許多多	xxdd#序15000
水滸	uvhu#序15000
宣傳科	xike#序15000
宣傳性	xixk#序15000
宣誓就職	xujj#序15000
失魂	uihy#序15000
宣武區	xwqu#序15000
生技	ugji#序15000
懸而未決	xeww#序15000
懸浮液	xfye#序15000
旋轉軸	xvvz#序15000
選拔賽	xbsd#序15000
選舉制	xjvi#序15000
絢麗多彩	xldd#序15000
絢麗多姿	xldd#序15000
學部委員	xbww#序15000
學而不厭	xebb#序15000
學富五車	xfww#序15000
學齡兒童	xlee#序15000
學術研究	xuyy#序15000
學徒工	xtgs#序15000
學無止境	xwvv#序15000
學以致用	xyvv#序15000
學有所成	xysi#序15000
雪茄煙	xjyj#序15000
血紅蛋白	xhdd#序15000
弱視	roui#序15000
血小板	xxbj#序15000
尋歡作樂	xhzz#序15000
時款	uikr#序15000
徇情枉法	xqww#序15000
壓倒多數	yddd#序15000
紓困	uuky#序15000
壓倒一切	ydyy#序15000
壓電效應	ydxx#序15000
壓縮空氣	yskk#序15000
壓延機	yyji#序15000
帶大	ddda#序15000
鴉雀無聲	yqww#序15000
從左	cszo#序15000
鴨綠江	yljl#序15000
亞硫酸	ylsr#序15000
亞美尼亞	ymnn#序15000
教子	jnzi#序15000
亞歐大陸	yodd#序15000
亞太地區	ytdd#序15000
亞硝酸鹽	yxss#序15000
焉得虎子	ydhh#序15000
嚴格要求	ygyy#序15000
嚴厲打擊	yldd#序15000
照鏡	vcjk#序15000
嚴厲批評	ylpp#序15000
置放	vifh#序15000
嚴以律己	yyll#序15000
嚴重後果	yvhh#序15000
輕判	qkpj#序15000
嚴重破壞	yvpp#序15000
輕忽	qkhu#序15000
嚴重事故	yvuu#序15000
嚴重危害	yvww#序15000
嚴重性	yvxk#序15000
言論自由	ylzz#序15000
言為心聲	ywxx#序15000
言下之意	yxvv#序15000
言行不一	yxbb#序15000
言者無罪	yvww#序15000
騎劫	qijp#序15000
沿海地區	yhdd#序15000
沿海開放城市	yhki#序15000
炎黃子孫	yhzz#序15000
研究成果	yjii#序15000
研究會	yjhv#序15000
研究人員	yjrr#序15000
二板	erbj#序15000
研究院	yjyr#序15000
研究中心	yjvv#序15000
研修班	yxbj#序15000
鹽池	yjii#序15000
六角	lqjn#序15000
鹽鹼化	yjhx#序15000
鹽滷	yjlu#序15000
鹽山	yjuj#序15000
鹽析	yjxi#序15000
鹽漬化	yzhx#序15000
偃旗息鼓	yqxx#序15000
古來	guld#序15000
眼見得	yjde#序15000
眼見為實	yjww#序15000
眼中釘	yvdk#序15000
燕尾服	ywfu#序15000
泱泱大國	yydd#序15000
殃及池魚	yjii#序15000
至得	vide#序15000
揚長避短	yibb#序15000
揚長而去	yiee#序15000
陽光明媚	ygmm#序15000
楊尚昆	yuky#序15000
洋白菜	ybcd#序15000
洋奴哲學	ynvv#序15000
洋娃娃	ywwa#序15000
養兵	yhbk#序15000
養兵千日用兵一時	ybqy#序15000
氧化汞	yhgs#序15000
氧化劑	yhji#序15000
氧化亞銅	yhyy#序15000
氧炔吹管	yqii#序15000
奉旨	fgvi#序15000
腰桿子	ygzi#序15000
腰肌勞損	yjll#序15000
邀請賽	yqsd#序15000
邀請信	yqxb#序15000
搖旗吶喊	yqnn#序15000
搖尾乞憐	ywqq#序15000
藥到病除	ydbb#序15000
也不例外	ybll#序15000
也就是說	yjuu#序15000
冶金工業	yjgg#序15000
野生動物	yudd#序15000
業務水平	ywuu#序15000
業務員	ywyr#序15000
業餘愛好	yyaa#序15000
英德	ykde#序15000
業餘愛好者	yyah#序15000
葉綠體	ylti#序15000
時程	uiig#序15000
一般的說	ybdd#序15000
一般來說	ybll#序15000
一般說來	ybuu#序15000
一邊倒	ybdc#序15000
一步到位	ybdd#序15000
一部分	ybff#序15000
一次方程	ycff#序15000
掘出	jtiu#序15000
一次性	ycxk#序15000
一大半	ydbj#序15000
透析	tzxi#序15000
一大批	ydpi#序15000
一刀兩斷	ydll#序15000
一刀切	ydqp#序15000
一等功	ydgs#序15000
新社	xbue#序15000
一等獎	ydjl#序15000
一等品	ydpb#序15000
一點兒	yder#序15000
一定會	ydhv#序15000
詩社	uiue#序15000
一髮千鈞	yfqq#序15000
一分為二	yfww#序15000
一夫一妻制	yfyq#序15000
一乾二淨	ygee#序15000
一個個	ygge#序15000
聞言	wfyj#序15000
舞龍	wuls#序15000
一國兩制	ygll#序15000
一環扣一環	yhky#序15000
一回事	yhui#序15000
糅合	rzhe#序15000
機座	jizo#序15000
一家人	yjrf#序15000
一覽無餘	ylww#序15000
一路平安	ylpp#序15000
懶理	ljli#序15000
一路順風	yluu#序15000
一年四季	ynss#序15000
一盤棋	ypqi#序15000
驚起	jkqi#序15000
一切向錢看	yqxq#序15000
一聲不響	yubb#序15000
一式兩份	yull#序15000
一塌糊塗	ythh#序15000
一體化	ythx#序15000
一天天	yttm#序15000
一條龍	ytls#序15000
出掌	iuvh#序15000
一通百通	ytbb#序15000
一統天下	yttt#序15000
一網打盡	ywdd#序15000
一望而知	ywee#序15000
一無所能	ywss#序15000
一席談	yxtj#序15000
一線希望	yxxx#序15000
一夜之間	yyvv#序15000
一語雙關	yyuu#序15000
一語中的	yyvv#序15000
一元方程	yyff#序15000
次經	cijk#序15000
一專多能	yvdd#序15000
一字千金	yzqq#序15000
死寂	siji#序15000
伊拉克	ylke#序15000
伊斯蘭教	ysll#序15000
醫護人員	yhrr#序15000
醫療隊	yldv#序15000
醫療費	ylfw#序15000
醫療事故	yluu#序15000
醫務人員	ywrr#序15000
醫務室	ywui#序15000
狂瀾	kllj#序15000
醫務所	ywso#序15000
依此類推	ycll#序15000
到得	dcde#序15000
泥灘	nitj#序15000
依賴性	ylxk#序15000
依我看	ywkj#序15000
依我來看	ywll#序15000
長命	ihmk#序15000
貽害無窮	yhww#序15000
移山倒海	yudd#序15000
阿諾	aano#序15000
遺著	yivu#序15000
已見分曉	yjff#序15000
急遽	jiju#序15000
為害	wwhd#序15000
以誠相待	yixx#序15000
背泳	bwys#序15000
以次充好	ycii#序15000
以毒攻毒	ydgg#序15000
以防不測	yfbb#序15000
以防萬一	yfww#序15000
以工補農	ygbb#序15000
以觀後效	yghh#序15000
以貌取人	ymqq#序15000
以權代法	yqdd#序15000
以權謀私	yqmm#序15000
以身試法	yuuu#序15000
魚尾	yuww#序15000
以失敗而告終	yubg#序15000
以小見大	yxjj#序15000
以資鼓勵	yzgg#序15000
菁英	jkyk#序15000
義務教育	ywjj#序15000
義務勞動	ywll#序15000
憶苦思甜	ykss#序15000
緊抱	jbbc#序15000
議而不決	yebb#序15000
議購	yigz#序15000
議事日程	yurr#序15000
亦步亦趨	ybyy#序15000
異構體	ygti#序15000
譯電	yidm#序15000
譯製片	yvpm#序15000
意大利	ydli#序15000
驅魔	qumo#序15000
意氣相投	yqxx#序15000
意識到	yudc#序15000
意識形態	yuxx#序15000
意外事故	ywuu#序15000
意味著	ywve#序15000
人脈	rfmd#序15000
意在筆先	yzbb#序15000
三相	sjxl#序15000
因果關係	yggg#序15000
因禍得福	yhdd#序15000
因人而異	yree#序15000
因式分解	yuff#序15000
因數	ybuu#序15000
因特網	ytwh#序15000
中站	vsvj#序15000
陰極射線	yjuu#序15000
陰謀家	ymjx#序15000
淫穢物品	yhww#序15000
銀行匯票	yhhh#序15000
引火線	yhxm#序15000
引進技術	yjjj#序15000
立德	lide#序15000
引咎辭職	yjcc#序15000
引人注目	yrvv#序15000
死物	siwu#序15000
自欺	ziqi#序15000
引以為憾	yyww#序15000
引以為戒	yyww#序15000
引以為榮	yyww#序15000
飲食業	yuye#序15000
隱名埋姓	ymmm#序15000
印第安	ydan#序15000
印度尼西亞	ydnx#序15000
印度洋	ydyh#序15000
印刷廠	yuih#序15000
印刷體	yuti#序15000
印字機	yzji#序15000
林學	lbxt#序15000
應屆畢業生	yjby#序15000
應用科學	yykk#序15000
指壓	viya#序15000
迎接挑戰	yjtt#序15000
迎頭趕上	ytgg#序15000
熒光粉	ygff#序15000
營養器官	yyqq#序15000
營養鹽	yyyj#序15000
浮生	fuug#序15000
祝禱	vudc#序15000
蠅頭小利	ytxx#序15000
影響力	yxli#序15000
硬碟	ykdp#序15000
硬功夫	ygfu#序15000
